id,image_url,query,answers
train_643,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_643.jpg,IITs stands for?,['Investigator Initiated Trials']
train_644,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_644.jpg,What is the fullform of ICR?,['Information Collection Request']
train_645,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_645.jpg,What does QSAR stands for?,"['Quantitative Structure Activity relationship', 'Quantitative structure activity relationship']"
train_646,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_646.jpg,what is page 3 heading,['Memorandum of Meeting']
train_647,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_647.jpg,Who gave a short discussion as to what her office is doing with respect to labeling?,['Ms. Williams']
train_648,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_648.jpg,It is hoped that each hearing will be in what length,"['one day', 'one day in length']"
train_649,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_649.jpg,who announced the schedule of hearings,"['Ms. Williams', 'Ms williams']"
train_650,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_650.jpg,What is the heading,['Research & Development Organization Chart']
train_651,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_651.jpg,"who is VP, Research & Development","['Dr. Claire Thom & Masatake Kashiyae', 'Dr Claire Thom & Masatake Kashiyae']"
train_652,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_652.jpg,"who is Director,Safety","['Dr. John Page', 'Dr John Page']"
train_653,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_653.jpg,Who is the sender of this email?,['TPNA News on behalf of tpna news']
train_654,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_654.jpg,What is the subject of this email?,['Important Takeda Legal Information Relating to Actos - 1st of 2']
train_655,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_655.jpg,what algorithm is mentioned in Table 1 heading,['MGPS** data mining algorithm']
train_656,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_656.jpg,when will I be available for telecon if deemed necessary,['tomorrow']
train_657,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_657.jpg,which version of disproportionality report was attached,"['updated', 'an updated version']"
train_658,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_658.jpg,which report is mentioned in the subject,['disproportionality report']
train_659,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_659.jpg,who retained a professional translator,['International Litigation Services']
train_660,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_660.jpg,"who is the managing director of international litigation services,Inc.",['Joseph Thorpe']
train_661,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_661.jpg,What is the fullform of ILS?,['INTERNATIONAL LITIGATION SERVICES']
train_662,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_662.jpg,What is the issued date of this letter?,"['June 15, 2006']"
train_663,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_663.jpg,What is the subject of the letter?,"['comments on proposed risk assessment bulletin', 'Comments on proposed risk assessment bulletin']"
train_664,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_664.jpg,What is ACC stands for?,"['American Chemistry council', 'American Chemistry Council']"
train_665,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_665.jpg,What is Task A?,['Fabricate Replica Baby Monitors']
train_666,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_666.jpg,What does the Figure 3 show?,"['Makerbot Flammability warning video', 'Makerbot flammability warning video']"
train_667,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_667.jpg,What is the date mentioned?,"['August 3, 2016']"
train_668,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_668.jpg,How many steps Prioritization Process is shown?,"['Two-step', 'Two-Step']"
train_669,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_669.jpg,In the Second Tier the Ranking Ordering are within which groups?,"['Priority groups', 'Priority Groups', 'Priority']"
train_670,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_670.jpg,What is the heading of the picture shown?,['Risk-Based Prioritization Matrix']
train_671,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_671.jpg,What is the alternative given for Biomonitoring?,['Environmental Monitoring']
train_672,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_672.jpg,What is the heading of the document?,"['American Chemistry council', 'American Chemistry Council']"
train_673,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_673.jpg,What is the date mentioned?,"['january 28, 2013', 'January 28, 2013']"
train_674,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_674.jpg,To whom is this email addressed?,"['Drs. Cowden and Lee', 'John Cowden, Ph.D.', 'Docket_ORD@epa.gov; cowden.john@epa.gov; lee.janices@epagov']"
train_675,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_675.jpg,What is the full form ACC?,"['American Chemistry council', 'American Chemistry Council']"
train_676,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_676.jpg,By whom is this ethics agreement written?,['Michael L. Dourson']
train_677,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_677.jpg,From which Publishing Platform did the author receive royalties for sales of his three books?,['CreateSpace Independent Publishing Platform']
train_678,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_678.jpg,The authors wife is a sole proprietor of which firm?,"['her law firm', 'law firm', 'Martha C. Dourson, LLC.']"
train_679,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_679.jpg,Name the first book written by the author among the three?,"[""Messiah's Star (Evidence for Faith) (Volume 1)""]"
train_680,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_680.jpg,What two are the degree of independent verification and peer review?,"['variability, uncertainty']"
train_681,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_681.jpg,Who agrees that the term WoE has meant different things to different groups?,['ACC']
train_682,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_682.jpg,Who does not provide information regarding the quality of the individual?,['EPA']
train_683,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_683.jpg,What is the name of the second point?,['Weight of the Evidence (WoE)']
train_684,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_684.jpg,What is the date mentioned in the bottom?,"['August 29, 2011']"
train_685,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_685.jpg,What is the heading of the point B?,['Exposure Potential Ranking']
train_686,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_686.jpg,Together how many elements are used to make rank exposure potential?,"['3 elements', '3']"
train_687,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_687.jpg,The proposed approach applies the most to which year's TSCA Inventory Update Reporting rule?,['2006']
train_688,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_688.jpg,What is the fullform of ACC?,"['American Chemistry Council', 'The American Chemistry Council']"
train_689,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_689.jpg,what does acc stands for?,"['The American Chemistry Council', 'american chemistry council', 'American Chemistry Council']"
train_690,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_690.jpg,"In which year, EPA held a Stakeholder Dialogue on prioritization?",['2011']
train_691,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_691.jpg,By whom is this document written?,"['Nancy B. Beck', 'Nancy B. Beck, Ph.D., DABT']"
train_692,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_692.jpg,What is the date mentioned?,"['June 9, 2017']"
train_693,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_693.jpg,To whom is this document addressed?,['Wendy Cleland-Hamnett']
train_694,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_694.jpg,What is the subject of the memorandum?,['Recusal Statement']
train_695,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_695.jpg,Why ACC developed a two-step quantitative and qualitative tool?,"['to ""proof test"" our prioritization principles', 'to ""proof test"" our prioritization principles (attachement B)']"
train_696,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_696.jpg,What is the heading of the letter?,['American Chemistry Council']
train_697,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_697.jpg,What is the date mentioned?,"['March 20, 2017']"
train_698,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_698.jpg,By whom is this letter written?,['Sarah Brozena']
train_699,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_699.jpg,What is the main heading of the document?,['Scientific Review of the Proposed Risk Assessment Bulletin from the Office of Management and Budget']
train_700,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_700.jpg,What is the abbreviation of Toxic Substances Control Act?,['TSCA']
train_701,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_701.jpg,Where is The National Academic Press located?,"['Washington, D.C.']"
train_702,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_702.jpg,What did ACC strongly supported?,"[""supported Congress's efforts to update & reform TSCA"", ""Congress's efforts to update and reform TSCA""]"
train_703,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_703.jpg,what is the regulation for amended toxic substances control act?,['7562']
train_704,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_704.jpg,Why is it neccessary to consider IUR information within a particular priority grouping?,"['for second tier rank ordering', 'for Second Tier rank ordering']"
train_705,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_705.jpg,In which number should Karyn M. Schmidt be contacted?,['202-249-6130']
train_706,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_706.jpg,Which age group foes the IUR definition target?,"['targets children age 14 and younger', 'children age 14 and younger', 'age 14 and younger']"
train_707,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_707.jpg,What would have de minimis exposure potential by definition?,['non-isolated system intermediates']
train_708,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_708.jpg,"On what basis, an initial screening approach for chemical prioritization is done?","['based upon consistent application of specific hazard and exposure science elements that define risk potential', 'based upon consistent application of specific hazard and exposure science elements that define risk potential.', 'consistent application of specific hazard and exposure science elements that define risk potential']"
